Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,26924.779297,27221.669922,26924.779297,27201.519531,27201.519531,366000000
2020-08-06,27170.820313,27394.099609,27145.250000,27386.980469,27386.980469,322460000
2020-08-07,27321.679688,27456.240234,27223.550781,27433.480469,27433.480469,321170000
2020-08-10,27488.210938,27803.859375,27488.210938,27791.439453,27791.439453,360340000
2020-08-11,27961.640625,28154.880859,27624.509766,27686.910156,27686.910156,428220000
2020-08-12,27860.240234,28043.890625,27843.320313,27976.839844,27976.839844,340210000
2020-08-13,27922.509766,27986.099609,27789.779297,27896.720703,27896.720703,360160000
2020-08-14,27828.929688,27977.810547,27759.390625,27931.019531,27931.019531,275540000
2020-08-17,27970.050781,27999.810547,27816.400391,27844.910156,27844.910156,286860000
2020-08-18,27853.480469,27891.119141,27668.789063,27778.070313,27778.070313,276170000
2020-08-19,27811.259766,27920.419922,27647.669922,27692.880859,27692.880859,311460000
2020-08-20,27622.679688,27781.460938,27526.250000,27739.730469,27739.730469,304550000
2020-08-21,27758.130859,27959.480469,27686.779297,27930.330078,27930.330078,372720000
2020-08-24,28077.580078,28314.939453,28041.750000,28308.460938,28308.460938,383880000
2020-08-25,28347.419922,28400.740234,28094.570313,28248.439453,28248.439453,338420000
2020-08-26,28257.880859,28353.800781,28153.910156,28331.919922,28331.919922,327070000
2020-08-27,28384.070313,28634.220703,28363.929688,28492.269531,28492.269531,404340000
2020-08-28,28601.289063,28733.349609,28487.980469,28653.869141,28653.869141,369740000
2020-08-31,28643.660156,28643.660156,28363.550781,28430.050781,28430.050781,517320000
2020-09-01,28439.609375,28659.259766,28290.720703,28645.660156,28645.660156,423410000
2020-09-02,28736.789063,29162.880859,28713.529297,29100.500000,29100.500000,539510000
2020-09-03,29090.699219,29199.349609,28074.759766,28292.730469,28292.730469,650080000
2020-09-04,28341.050781,28539.750000,27664.679688,28133.310547,28133.310547,694640000
2020-09-08,27925.230469,27925.230469,27464.900391,27500.890625,27500.890625,580860000
2020-09-09,27711.710938,28206.210938,27704.539063,27940.470703,27940.470703,460590000
2020-09-10,28022.509766,28174.779297,27447.080078,27534.580078,27534.580078,442850000
2020-09-11,27613.859375,27828.820313,27448.150391,27665.640625,27665.640625,435330000
2020-09-14,27718.740234,28086.060547,27718.740234,27993.330078,27993.330078,380750000
2020-09-15,28139.759766,28231.060547,27931.449219,27995.599609,27995.599609,414520000
2020-09-16,28031.689453,28364.769531,28021.669922,28032.380859,28032.380859,416650000
2020-09-17,27834.179688,28056.789063,27647.929688,27901.980469,27901.980469,437230000
2020-09-18,27864.869141,27946.689453,27487.970703,27657.419922,27657.419922,698710000
2020-09-21,27484.710938,27484.710938,26715.150391,27147.699219,27147.699219,523660000
2020-09-22,27170.339844,27333.089844,26989.929688,27288.179688,27288.179688,420720000
2020-09-23,27413.599609,27464.460938,26716.119141,26763.130859,26763.130859,459470000
2020-09-24,26716.089844,27094.849609,26537.009766,26815.439453,26815.439453,447810000
2020-09-25,26694.509766,27239.289063,26635.380859,27173.960938,27173.960938,388900000
2020-09-28,27362.140625,27722.599609,27362.140625,27584.060547,27584.060547,401860000
2020-09-29,27560.240234,27605.599609,27338.089844,27452.660156,27452.660156,303820000
2020-09-30,27514.640625,28026.330078,27511.060547,27781.699219,27781.699219,452550000
2020-10-01,27940.630859,28041.460938,27669.259766,27816.900391,27816.900391,373450000
2020-10-02,27536.390625,27861.429688,27382.939453,27682.810547,27682.810547,392770000
2020-10-05,27825.419922,28162.640625,27825.419922,28148.640625,28148.640625,318210000
2020-10-06,28214.240234,28354.480469,27728.029297,27772.759766,27772.759766,435030000
2020-10-07,27971.359375,28369.660156,27971.359375,28303.460938,28303.460938,328750000
2020-10-08,28348.859375,28459.130859,28265.560547,28425.509766,28425.509766,314750000
2020-10-09,28533.609375,28676.289063,28440.630859,28586.900391,28586.900391,324050000
2020-10-12,28671.119141,28957.900391,28659.669922,28837.519531,28837.519531,493680000
2020-10-13,28764.949219,28808.839844,28604.349609,28679.810547,28679.810547,526110000
2020-10-14,28731.300781,28792.560547,28461.730469,28514.000000,28514.000000,370800000
2020-10-15,28323.400391,28535.849609,28181.539063,28494.199219,28494.199219,328940000
2020-10-16,28570.720703,28842.900391,28570.720703,28606.310547,28606.310547,356140000
2020-10-19,28633.550781,28711.929688,28139.400391,28195.419922,28195.419922,358700000
2020-10-20,28245.849609,28575.029297,28243.039063,28308.789063,28308.789063,350220000
2020-10-21,28270.660156,28450.640625,28196.390625,28210.820313,28210.820313,299420000
2020-10-22,28197.419922,28421.310547,28040.179688,28363.660156,28363.660156,330320000
2020-10-23,28409.650391,28436.519531,28149.820313,28335.570313,28335.570313,347300000
2020-10-26,28185.820313,28185.820313,27370.160156,27685.380859,27685.380859,404150000
2020-10-27,27651.179688,27707.689453,27457.960938,27463.189453,27463.189453,366400000
2020-10-28,27102.140625,27102.140625,26497.390625,26519.949219,26519.949219,496150000
2020-10-29,26480.980469,26891.890625,26290.779297,26659.109375,26659.109375,419770000
2020-10-30,26572.269531,26639.179688,26143.769531,26501.599609,26501.599609,504820000
2020-11-02,26691.279297,27043.480469,26691.279297,26925.050781,26925.050781,379990000
2020-11-03,27138.689453,27640.210938,27138.689453,27480.029297,27480.029297,350980000
2020-11-04,27512.830078,28301.500000,27512.830078,27847.660156,27847.660156,447860000
2020-11-05,28083.369141,28495.050781,28083.369141,28390.179688,28390.179688,390140000
2020-11-06,28399.130859,28431.960938,28189.500000,28323.400391,28323.400391,326710000
2020-11-09,29467.900391,29933.830078,29130.660156,29157.970703,29157.970703,673310000
2020-11-10,29254.169922,29478.859375,29126.990234,29420.919922,29420.919922,526980000
2020-11-11,29524.349609,29593.109375,29281.220703,29397.630859,29397.630859,376700000
2020-11-12,29231.910156,29311.830078,28902.130859,29080.169922,29080.169922,369320000
2020-11-13,29203.900391,29559.250000,29203.900391,29479.810547,29479.810547,348810000
2020-11-16,29672.359375,29964.289063,29672.359375,29950.439453,29950.439453,418290000
2020-11-17,29800.150391,29872.419922,29520.289063,29783.349609,29783.349609,372380000
2020-11-18,29875.400391,29930.849609,29432.839844,29438.419922,29438.419922,382850000
2020-11-19,29370.919922,29524.900391,29228.380859,29483.230469,29483.230469,331330000
2020-11-20,29437.570313,29469.890625,29231.199219,29263.480469,29263.480469,305350000
2020-11-23,29332.820313,29667.750000,29332.820313,29591.269531,29591.269531,387200000
2020-11-24,29746.109375,30116.509766,29746.109375,30046.240234,30046.240234,432760000
2020-11-25,30058.869141,30058.869141,29806.250000,29872.470703,29872.470703,323030000
2020-11-27,29911.330078,30015.130859,29819.980469,29910.369141,29910.369141,177040000
2020-11-30,29854.509766,29854.509766,29463.640625,29638.640625,29638.640625,551350000
2020-12-01,29797.500000,30083.310547,29797.500000,29823.919922,29823.919922,429510000
2020-12-02,29695.089844,29902.509766,29599.289063,29883.789063,29883.789063,385280000
2020-12-03,29920.830078,30110.880859,29877.269531,29969.519531,29969.519531,405680000
2020-12-04,29989.560547,30218.259766,29989.560547,30218.259766,30218.259766,356590000
2020-12-07,30233.029297,30233.029297,29967.220703,30069.789063,30069.789063,365810000
2020-12-08,29997.949219,30246.220703,29972.070313,30173.880859,30173.880859,311190000
2020-12-09,30229.810547,30319.699219,29951.849609,30068.810547,30068.810547,380520000
2020-12-10,30032.550781,30063.869141,29876.820313,29999.259766,29999.259766,325550000
2020-12-11,29988.210938,30071.130859,29820.839844,30046.369141,30046.369141,393870000
2020-12-14,30123.910156,30325.789063,29849.150391,29861.550781,29861.550781,371980000
2020-12-15,29919.089844,30243.259766,29894.949219,30199.310547,30199.310547,417770000
2020-12-16,30191.380859,30236.029297,30080.109375,30154.539063,30154.539063,344590000
2020-12-17,30216.000000,30323.779297,30216.000000,30303.369141,30303.369141,345530000
2020-12-18,30314.259766,30343.589844,30029.439453,30179.050781,30179.050781,782070000
2020-12-21,30159.000000,30304.140625,29755.529297,30216.449219,30216.449219,437480000
2020-12-22,30200.199219,30200.199219,29992.890625,30015.509766,30015.509766,388810000
2020-12-23,30046.730469,30292.529297,30046.730469,30129.830078,30129.830078,274050000
2020-12-24,30155.919922,30209.669922,30099.300781,30199.869141,30199.869141,145570000
2020-12-28,30283.230469,30525.560547,30283.230469,30403.970703,30403.970703,302490000
2020-12-29,30492.070313,30588.789063,30274.240234,30335.669922,30335.669922,357610000
2020-12-30,30415.089844,30525.349609,30393.039063,30409.560547,30409.560547,291890000
2020-12-31,30417.640625,30637.470703,30344.500000,30606.480469,30606.480469,284470000
2021-01-04,30627.470703,30674.279297,29881.820313,30223.890625,30223.890625,475080000
2021-01-05,30204.250000,30504.890625,30141.779297,30391.599609,30391.599609,350910000
2021-01-06,30362.779297,31022.650391,30313.070313,30829.400391,30829.400391,500430000
2021-01-07,30901.179688,31193.400391,30897.859375,31041.130859,31041.130859,427810000
2021-01-08,31069.580078,31140.669922,30793.269531,31097.970703,31097.970703,381150000
2021-01-11,31015.369141,31096.980469,30832.060547,31008.689453,31008.689453,356540000
2021-01-12,31015.009766,31114.560547,30888.759766,31068.689453,31068.689453,362620000
2021-01-13,31084.880859,31153.369141,30992.050781,31060.470703,31060.470703,413250000
2021-01-14,31085.669922,31223.779297,30982.240234,30991.519531,30991.519531,427810000
2021-01-15,30926.769531,30941.980469,30612.669922,30814.259766,30814.259766,433000000
2021-01-19,30887.419922,31086.619141,30865.029297,30930.519531,30930.519531,386400000
2021-01-20,31017.539063,31235.980469,30997.789063,31188.380859,31188.380859,384980000
2021-01-21,31198.009766,31272.220703,31120.919922,31176.009766,31176.009766,418780000
2021-01-22,31141.560547,31141.560547,30908.470703,30996.980469,30996.980469,436040000
2021-01-25,30989.849609,30989.849609,30564.060547,30960.000000,30960.000000,472890000
2021-01-26,30968.550781,31121.419922,30921.710938,30937.039063,30937.039063,373150000
2021-01-27,30893.779297,30893.779297,30206.910156,30303.169922,30303.169922,566470000
2021-01-28,30377.189453,30951.410156,30377.189453,30603.359375,30603.359375,465140000
2021-01-29,30553.910156,30553.910156,29856.300781,29982.619141,29982.619141,536320000
2021-02-01,30054.730469,30335.910156,30014.970703,30211.910156,30211.910156,347060000
2021-02-02,30276.880859,30840.539063,30276.880859,30687.480469,30687.480469,333160000
2021-02-03,30689.650391,30793.410156,30521.310547,30723.599609,30723.599609,305590000
2021-02-04,30737.779297,31065.960938,30737.779297,31055.859375,31055.859375,338330000
2021-02-05,31093.810547,31252.179688,31083.220703,31148.240234,31148.240234,293550000
2021-02-08,31191.199219,31386.099609,31191.199219,31385.759766,31385.759766,322250000
2021-02-09,31359.880859,31439.470703,31245.859375,31375.830078,31375.830078,308210000
2021-02-10,31428.019531,31511.439453,31221.320313,31437.800781,31437.800781,326450000
2021-02-11,31466.490234,31543.820313,31244.359375,31430.699219,31430.699219,280320000
2021-02-12,31420.800781,31475.310547,31347.800781,31458.400391,31458.400391,263090000
2021-02-16,31472.080078,31608.630859,31443.480469,31522.750000,31522.750000,329210000
2021-02-17,31485.609375,31643.699219,31338.759766,31613.019531,31613.019531,343510000
2021-02-18,31558.599609,31558.599609,31285.320313,31493.339844,31493.339844,325990000
2021-02-19,31504.130859,31647.529297,31469.339844,31494.320313,31494.320313,353070000
2021-02-22,31381.119141,31653.480469,31286.570313,31521.689453,31521.689453,387210000
2021-02-23,31501.890625,31653.380859,31158.759766,31537.349609,31537.349609,460410000
2021-02-24,31499.750000,32009.640625,31421.289063,31961.859375,31961.859375,410150000
2021-02-25,31955.939453,31984.769531,31293.320313,31402.009766,31402.009766,454110000
2021-02-26,31401.289063,31450.890625,30911.369141,30932.369141,30932.369141,532250000
2021-03-01,31065.900391,31668.339844,31065.900391,31535.509766,31535.509766,385670000
2021-03-02,31535.369141,31623.269531,31377.160156,31391.519531,31391.519531,337270000
2021-03-03,31352.960938,31563.310547,31260.140625,31270.089844,31270.089844,409660000
2021-03-04,31289.009766,31461.970703,30547.529297,30924.140625,30924.140625,537850000
2021-03-05,31029.179688,31580.330078,30766.810547,31496.300781,31496.300781,501810000
2021-03-08,31512.150391,32148.039063,31512.150391,31802.439453,31802.439453,496980000
2021-03-09,31892.349609,32150.320313,31822.640625,31832.740234,31832.740234,458690000
2021-03-10,31906.960938,32389.500000,31906.960938,32297.019531,32297.019531,409110000
2021-03-11,32354.500000,32661.589844,32345.699219,32485.589844,32485.589844,400020000
2021-03-12,32462.400391,32793.320313,32462.400391,32778.640625,32778.640625,346400000
2021-03-15,32798.839844,32973.398438,32629.750000,32953.460938,32953.460938,360080000
2021-03-16,32966.750000,32966.750000,32778.230469,32825.949219,32825.949219,386370000
2021-03-17,32825.519531,33047.578125,32782.179688,33015.371094,33015.371094,391200000
2021-03-18,32928.160156,33227.781250,32831.250000,32862.300781,32862.300781,418480000
2021-03-19,32858.359375,32858.359375,32505.070313,32627.970703,32627.970703,811890000
2021-03-22,32601.820313,32810.351563,32512.529297,32731.199219,32731.199219,383500000
2021-03-23,32691.500000,32753.769531,32356.279297,32423.150391,32423.150391,385840000
2021-03-24,32470.880859,32787.988281,32418.150391,32420.060547,32420.060547,399390000
2021-03-25,32346.810547,32672.689453,32071.410156,32619.480469,32619.480469,411990000
2021-03-26,32681.070313,33098.828125,32681.070313,33072.878906,33072.878906,382170000
2021-03-29,33087.550781,33259.000000,32905.128906,33171.371094,33171.371094,351610000
2021-03-30,33127.878906,33170.929688,32988.921875,33066.960938,33066.960938,307510000
2021-03-31,33116.039063,33173.769531,32980.570313,32981.550781,32981.550781,414140000
2021-04-01,33054.578125,33167.171875,32985.351563,33153.210938,33153.210938,311880000
2021-04-05,33222.378906,33617.949219,33222.378906,33527.191406,33527.191406,344270000
2021-04-06,33500.019531,33544.789063,33380.429688,33430.238281,33430.238281,297940000
2021-04-07,33444.980469,33521.761719,33347.960938,33446.261719,33446.261719,273440000
2021-04-08,33469.890625,33506.800781,33342.640625,33503.570313,33503.570313,304040000
2021-04-09,33526.191406,33810.871094,33526.191406,33800.601563,33800.601563,316410000
2021-04-12,33775.058594,33786.191406,33665.539063,33745.398438,33745.398438,327370000
2021-04-13,33721.160156,33741.640625,33545.839844,33677.269531,33677.269531,324480000
2021-04-14,33668.949219,33911.250000,33668.949219,33730.890625,33730.890625,315330000
2021-04-15,33788.531250,34068.730469,33788.531250,34035.988281,34035.988281,319680000
2021-04-16,34058.160156,34256.750000,34058.160156,34200.671875,34200.671875,343760000
2021-04-19,34182.378906,34182.378906,33980.558594,34077.628906,34077.628906,312540000
2021-04-20,34034.179688,34034.179688,33687.011719,33821.300781,33821.300781,350960000
2021-04-21,33808.300781,34160.339844,33773.800781,34137.308594,34137.308594,290300000
2021-04-22,34109.878906,34126.570313,33717.191406,33815.898438,33815.898438,344470000
2021-04-23,33804.519531,34157.570313,33713.289063,34043.488281,34043.488281,346380000
2021-04-26,34044.230469,34148.941406,33941.371094,33981.570313,33981.570313,279300000
2021-04-27,33932.128906,34043.980469,33870.460938,33984.929688,33984.929688,289030000
2021-04-28,33860.460938,33946.601563,33805.558594,33820.378906,33820.378906,335820000
2021-04-29,33855.640625,34087.210938,33744.281250,34060.359375,34060.359375,408450000
2021-04-30,33988.750000,33988.750000,33784.960938,33874.851563,33874.851563,374890000
2021-05-03,33904.890625,34221.058594,33904.890625,34113.230469,34113.230469,289770000
2021-05-04,34080.199219,34147.781250,33765.679688,34133.031250,34133.031250,407860000
2021-05-05,34163.988281,34331.199219,34039.660156,34230.339844,34230.339844,253180000
2021-05-06,34245.109375,34561.289063,34185.058594,34548.531250,34548.531250,315430000
2021-05-07,34578.269531,34811.390625,34464.308594,34777.761719,34777.761719,303400000
2021-05-10,34785.269531,35091.558594,34741.570313,34742.820313,34742.820313,361620000
2021-05-11,34572.738281,34572.738281,34075.308594,34269.160156,34269.160156,413180000
2021-05-12,34206.398438,34207.871094,33555.218750,33587.660156,33587.660156,381350000
2021-05-13,33624.738281,34181.769531,33623.488281,34021.449219,34021.449219,350820000
2021-05-14,34050.859375,34454.050781,34050.859375,34382.128906,34382.128906,303230000
2021-05-17,34375.289063,34383.839844,34176.648438,34327.789063,34327.789063,291910000
2021-05-18,34351.179688,34408.988281,34044.101563,34060.660156,34060.660156,289590000
2021-05-19,33945.808594,33945.808594,33473.800781,33896.039063,33896.039063,348480000
2021-05-20,33906.300781,34233.398438,33872.410156,34084.148438,34084.148438,320150000
2021-05-21,34121.910156,34415.480469,34121.910156,34207.839844,34207.839844,306360000
2021-05-24,34253.871094,34472.511719,34253.871094,34393.980469,34393.980469,251010000
2021-05-25,34428.660156,34511.351563,34266.031250,34312.460938,34312.460938,285760000
2021-05-26,34336.339844,34409.589844,34271.441406,34323.050781,34323.050781,258780000
2021-05-27,34432.468750,34608.820313,34389.238281,34464.640625,34464.640625,520630000
2021-05-28,34558.500000,34631.109375,34520.089844,34529.449219,34529.449219,290850000
2021-06-01,34584.191406,34849.320313,34542.871094,34575.308594,34575.308594,287700000
2021-06-02,34614.621094,34706.648438,34545.960938,34600.378906,34600.378906,263810000
2021-06-03,34550.308594,34667.410156,34334.410156,34577.039063,34577.039063,297380000
2021-06-04,34618.691406,34772.121094,34618.691406,34756.390625,34756.390625,270050000
2021-06-07,34766.199219,34820.910156,34574.511719,34630.238281,34630.238281,259120000
2021-06-08,34645.839844,34665.378906,34452.941406,34599.820313,34599.820313,289440000
2021-06-09,34626.160156,34654.671875,34439.371094,34447.140625,34447.140625,245100000
2021-06-10,34502.511719,34737.789063,34447.250000,34466.238281,34466.238281,309310000
2021-06-11,34499.808594,34618.089844,34328.648438,34479.601563,34479.601563,260840000
2021-06-14,34472.519531,34472.519531,34211.539063,34393.750000,34393.750000,295530000
2021-06-15,34397.101563,34420.378906,34199.160156,34299.328125,34299.328125,272430000
2021-06-16,34308.480469,34333.250000,33917.109375,34033.671875,34033.671875,347150000
2021-06-17,34014.378906,34091.789063,33626.609375,33823.449219,33823.449219,354690000
2021-06-18,33622.699219,33622.699219,33271.929688,33290.078125,33290.078125,563920000
2021-06-21,33312.070313,33908.089844,33312.070313,33876.968750,33876.968750,317260000
2021-06-22,33872.558594,34040.699219,33751.058594,33945.578125,33945.578125,284130000
2021-06-23,33948.539063,34009.398438,33869.828125,33874.238281,33874.238281,255280000
2021-06-24,33933.910156,34233.019531,33933.910156,34196.820313,34196.820313,275870000
2021-06-25,34328.101563,34501.019531,34314.800781,34433.839844,34433.839844,432550000
2021-06-28,34428.101563,34449.648438,34186.128906,34283.269531,34283.269531,280280000
2021-06-29,34338.890625,34469.828125,34266.828125,34292.289063,34292.289063,282360000
2021-06-30,34290.738281,34553.160156,34245.480469,34502.511719,34502.511719,295560000
2021-07-01,34507.320313,34640.281250,34498.851563,34633.531250,34633.531250,268280000
2021-07-02,34642.421875,34821.929688,34613.488281,34786.351563,34786.351563,301860000
2021-07-06,34790.160156,34814.199219,34358.421875,34577.371094,34577.371094,348430000
2021-07-07,34604.171875,34708.781250,34435.589844,34681.789063,34681.789063,302700000
2021-07-08,34569.011719,34569.011719,34145.589844,34421.929688,34421.929688,335690000
2021-07-09,34457.511719,34893.718750,34457.511719,34870.160156,34870.160156,301750000
2021-07-12,34836.750000,35014.898438,34730.148438,34996.179688,34996.179688,294800000
2021-07-13,34959.960938,35018.789063,34876.890625,34888.789063,34888.789063,322430000
2021-07-14,34920.828125,35069.179688,34826.871094,34933.230469,34933.230469,344340000
2021-07-15,34924.808594,34990.410156,34762.871094,34987.019531,34987.019531,320450000
2021-07-16,35007.941406,35090.011719,34647.820313,34687.851563,34687.851563,322980000
2021-07-19,34528.480469,34528.480469,33741.761719,33962.039063,33962.039063,440440000
2021-07-20,33981.789063,34621.789063,33981.789063,34511.988281,34511.988281,387020000
2021-07-21,34556.960938,34820.238281,34556.960938,34798.000000,34798.000000,317090000
2021-07-22,34799.679688,34879.281250,34673.031250,34823.351563,34823.351563,291610000
2021-07-23,34855.109375,35095.328125,34855.109375,35061.550781,35061.550781,314040000
2021-07-26,35055.859375,35150.371094,34950.191406,35144.308594,35144.308594,259790000
2021-07-27,35078.898438,35078.898438,34878.070313,35058.519531,35058.519531,326610000
2021-07-28,35109.949219,35116.371094,34876.839844,34930.929688,34930.929688,347170000
2021-07-29,34985.988281,35171.519531,34985.988281,35084.531250,35084.531250,222680000
2021-07-30,35013.261719,35106.300781,34871.128906,34935.468750,34935.468750,276410000
2021-08-02,34968.558594,35192.109375,34808.199219,34838.160156,34838.160156,238620000
2021-08-03,34864.101563,35120.941406,34714.328125,35116.398438,35116.398438,259820000
2021-08-04,35047.441406,35047.441406,34790.621094,34792.671875,34792.671875,245300000
2021-08-05,34815.609375,35067.539063,34815.609375,35064.250000,35064.250000,216580000
2021-08-06,35077.441406,35246.789063,35077.441406,35208.511719,35208.511719,231570000
2021-08-09,35229.671875,35229.671875,35041.238281,35101.851563,35101.851563,207850000
2021-08-10,35135.171875,35285.160156,35091.910156,35264.671875,35264.671875,255040000
2021-08-11,35300.890625,35501.160156,35300.890625,35484.968750,35484.968750,232800000
2021-08-12,35481.941406,35510.769531,35352.531250,35499.851563,35499.851563,231600000
2021-08-13,35551.558594,35610.570313,35474.781250,35515.378906,35515.378906,236790000
2021-08-16,35490.828125,35631.191406,35231.871094,35625.398438,35625.398438,292590000
2021-08-17,35500.011719,35500.011719,35120.308594,35343.281250,35343.281250,309410000
2021-08-18,35310.199219,35356.800781,34943.410156,34960.691406,34960.691406,289800000
2021-08-19,34874.671875,34997.808594,34690.250000,34894.121094,34894.121094,333550000
2021-08-20,34917.960938,35177.261719,34867.070313,35120.078125,35120.078125,269320000
2021-08-23,35160.968750,35428.910156,35160.968750,35335.710938,35335.710938,245760000
2021-08-24,35382.718750,35445.468750,35356.179688,35366.261719,35366.261719,228710000
2021-08-25,35388.769531,35501.140625,35287.628906,35405.500000,35405.500000,237230000
2021-08-26,35449.679688,35498.449219,35205.101563,35213.121094,35213.121094,239740000
2021-08-27,35231.109375,35479.179688,35231.109375,35455.800781,35455.800781,240990000
2021-08-30,35471.800781,35510.710938,35374.460938,35399.839844,35399.839844,245390000
2021-08-31,35391.378906,35449.789063,35289.859375,35360.730469,35360.730469,337240000
2021-09-01,35387.550781,35407.371094,35287.050781,35312.531250,35312.531250,265520000
2021-09-02,35353.058594,35475.398438,35348.480469,35443.820313,35443.820313,263370000
2021-09-03,35401.730469,35422.710938,35269.398438,35369.089844,35369.089844,221370000
2021-09-07,35373.238281,35373.238281,35060.898438,35100.000000,35100.000000,289830000
2021-09-08,35087.449219,35175.148438,34925.609375,35031.070313,35031.070313,261880000
2021-09-09,35013.078125,35199.890625,34847.300781,34879.378906,34879.378906,261330000
2021-09-10,34949.589844,35104.250000,34599.609375,34607.718750,34607.718750,333230000
2021-09-13,34665.500000,34939.101563,34665.500000,34869.628906,34869.628906,334190000
2021-09-14,34906.898438,34990.359375,34510.300781,34577.570313,34577.570313,325140000
2021-09-15,34580.949219,34880.769531,34522.031250,34814.390625,34814.390625,317490000
2021-09-16,34810.269531,34943.550781,34540.109375,34751.320313,34751.320313,278270000
2021-09-17,34737.859375,34779.859375,34519.628906,34584.878906,34584.878906,560630000
2021-09-20,34459.718750,34459.718750,33613.031250,33970.468750,33970.468750,435780000
2021-09-21,34025.609375,34313.878906,33914.019531,33919.839844,33919.839844,306970000
2021-09-22,34006.871094,34440.421875,34006.871094,34258.320313,34258.320313,296590000
2021-09-23,34296.300781,34879.781250,34296.300781,34764.820313,34764.820313,283890000
2021-09-24,34762.308594,34857.058594,34648.078125,34798.000000,34798.000000,254310000
2021-09-27,34739.269531,35061.121094,34739.269531,34869.371094,34869.371094,289480000
2021-09-28,34747.699219,34798.210938,34254.648438,34299.988281,34299.988281,379020000
2021-09-29,34360.078125,34580.421875,34305.960938,34390.718750,34390.718750,290350000
2021-09-30,34467.980469,34557.371094,33833.320313,33843.921875,33843.921875,354830000
2021-10-01,33930.699219,34490.558594,33785.539063,34326.460938,34326.460938,427580000
2021-10-04,34312.960938,34410.281250,33821.578125,34002.921875,34002.921875,396860000
2021-10-05,34035.250000,34490.949219,34035.250000,34314.671875,34314.671875,311520000
2021-10-06,34198.960938,34432.679688,33854.691406,34416.988281,34416.988281,322170000
2021-10-07,34509.718750,34975.191406,34509.718750,34754.941406,34754.941406,273290000
2021-10-08,34757.570313,34842.621094,34661.949219,34746.250000,34746.250000,238080000
2021-10-11,34723.789063,34951.351563,34486.511719,34496.058594,34496.058594,256820000
2021-10-12,34507.148438,34611.238281,34318.941406,34378.339844,34378.339844,319010000
2021-10-13,34372.710938,34449.828125,34115.101563,34377.808594,34377.808594,316220000
2021-10-14,34443.218750,34923.828125,34443.218750,34912.558594,34912.558594,338540000
2021-10-15,35023.628906,35320.968750,35023.628906,35294.761719,35294.761719,327870000
2021-10-18,35221.019531,35327.570313,35035.941406,35258.609375,35258.609375,312640000
2021-10-19,35325.371094,35462.679688,35290.121094,35457.308594,35457.308594,278510000
2021-10-20,35475.160156,35669.691406,35465.710938,35609.339844,35609.339844,265750000
2021-10-21,35520.320313,35612.359375,35442.531250,35603.078125,35603.078125,298390000
2021-10-22,35607.718750,35765.019531,35533.949219,35677.019531,35677.019531,346290000
2021-10-25,35692.621094,35787.039063,35629.371094,35741.148438,35741.148438,267220000
2021-10-26,35791.050781,35892.921875,35734.730469,35756.878906,35756.878906,321910000
